occurrenceID,Bottle_Box_No,Data_Recorder,associatedID,sex,lifeStage,LocalityLabel,country,stateProvince,locality,(DMS) Latitude & Longitude,elevation,decimalLatitude,decimalLongtitude,georeferenceVerificationStatus,family,genus,specificEpithet,identificationQualifier,typeStatus,eventDate,day,month,year,recordedBy,Remark
ARA-2021-275,22,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2021-040,22,NT,,female,adult,"Tad Tone NP., Mueang Chaiyaphum D., Chaiyaphum",Thailand,Chaiyaphum,Tad Tone National Park,"15°58.684'N, 102°01.850'E",26.5,15.97663,102.027,,Liphistiidae,Liphistius,,,,2021-02-25,25,2,2021,,
ARA-2021-073,22,NT,,female,adult,"Lumphini Cave, Wat Tham Praphotisat, ThapKhang, Kang Koi D., Saraburi",Thailand,Saraburi,Lumphini Cave,,,,,,Liphistiidae,Liphistius,tham,,,2021-02-27,27,2,2021,,
ARA-2021-074,22,NT,,female,adult,"Lumphini Cave, Wat Tham Praphotisat, ThapKhang, Kang Koi D., Saraburi",Thailand,Saraburi,Lumphini Cave,,,,,,Liphistiidae,Liphistius,tham,,,2021-02-27,27,2,2021,,
ARA-2021-075,22,NT,,female,adult,"Palian, Palian District, Trang",Thailand,Trang,Palian,"7°17'16.5""N, 99°53'40.5""E",,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2017-011,23,NT,,female,adult,"Mae Wong NP., Khlong Nam Lai, Khlonglan D., Kamphaeng Phet",Thailand,Kamphaeng Phet,Mae Wong National Park,"16°05.670'N, 99°07.436'E",1262,16.09445,99.12391,,Liphistiidae,Liphistius,maewongensis,,,2015-08-07,7,8,2015,"Warrit N., et al.",
ARA-2017-182,23,NT,,female,adult,"Khao Kho Hong, Hat Yai D., Songkhla",Thailand,Songkhla,Khao Kho Hong,,,,,,Liphistiidae,Liphistius,hatyai,cf,,2016-11-13,13,11,2016,,
ARA-2017-178,23,NT,,female,adult,"View Point Ban Huai Luang, Lansang NP., Tak",Thailand,Tak,Lan Sang National Park,,,,,,Liphistiidae,Liphistius,jarujini,cf,,2017-09-16,16,9,2017,,
ARA-2018-001,23,NT,,,juvenile,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,ตัวลูก
ARA-2018-014,23,NT,,female,adult,"Phra Thean Dong Rong Forest Park, ",Thailand,,,,,,,,Bemmeridae,Atmetochilus,,,,2018-01-20,20,1,2018,,
ARA-2018-039,23,NT,,female,adult,"Karom WF., Khao Luang NP., Khao Kaeo, Lan Sa Ka D., Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Karom waterfall,"9°8'35.5""N, 99°19'28.9E",162,8.3717,99.73583,,Liphistiidae,Liphistius,niphanae,,,2018-01-23,23,1,2018,"Warrit N., et al.",
ARA-2018-040,23,NT,,female,adult,"Karom WF., Khao Luang NP., Khao Kaeo, Lan Sa Ka D., Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Karom waterfall,"9°8'35.5""N, 99°19'28.9E",162,8.3717,99.73583,,Liphistiidae,Liphistius,niphanae,,,2018-01-23,23,1,2018,"Warrit N., et al.",
ARA-2018-110,23,NT,,female,adult,"Visitor Center, Khao Khitchakut NP., Khao Khitchakut D., Chanthaburi",Thailand,Chanthaburi,Khao Khitchakut National Park,"12°50.294'N, 102°07.134'E",33,12.83858,102.12119,,Liphistiidae,Liphistius,,,,2018-03-17,17,3,2018,"Warrit N., et al.",
ARA-2018-112,23,NT,,female,adult,"Visitor Center, Khao Khitchakut NP., Khao Khitchakut D., Chanthaburi",Thailand,Chanthaburi,Khao Khitchakut National Park,"12°50.294'N, 102°07.134'E",33,12.83858,102.12119,,Liphistiidae,Liphistius,,,,2018-03-17,17,3,2018,"Warrit N., et al.",
ARA-2019-023,23,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2019-024,23,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2019-070,23,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2020-001,23,NT,,female,adult,Rayong,Thailand,Rayong,,,,,,,Liphistiidae,Liphistius,ornatus,,,,,,,,
ARA-2020-007,23,NT,,,,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2020-008,23,NT,,female,adult,"Doi Inthanon National Park Check Point 2, Tha Pha, Chom Thong District, Chiang Mai ",Thailand,Chiang Mai,Doi Inthanon National Park,"18°32.008'N, 98°29.663'E",1728,18.53346,98.49439,,Liphistiidae,Liphistius,,,,2017-11-19,19,11,2017,,
ARA-2021-013,23,NT,,female,adult,"Karom WF., Khao Luang NP., Khao Kaeo, Lan Sa Ka D., Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Karom waterfall,"9°8'35.5""N, 99°19'28.9E",162,8.3717,99.73583,,Liphistiidae,Liphistius,niphanae,,,2021-02-16,16,2,2021,,
ARA-2021-014,23,NT,,female,adult,"Karom WF., Khao Luang NP., Khao Kaeo, Lan Sa Ka D., Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Karom waterfall,"9°8'35.5""N, 99°19'28.9E",162,8.3717,99.73583,,Liphistiidae,Liphistius,niphanae,,,2021-02-16,16,2,2021,,
ARA-2021-015,23,NT,,female,adult,"Karom WF., Khao Luang NP., Khao Kaeo, Lan Sa Ka D., Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Karom waterfall,"9°8'35.5""N, 99°19'28.9E",162,8.3717,99.73583,,Liphistiidae,Liphistius,niphanae,,,2021-02-16,16,2,2021,,
ARA-2021-020,23,NT,,female,adult,"Krung Ching WF., Khao Luang NP., Nopphitam D., Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Krung Ching Waterfall,,,8.732889,99.688363,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2021-039,23,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,2021-02-25,25,2,2021,,
ARA-2021-045,23,NT,,female,adult,"Na Khao, Khao Phanom D., Krabi",Thailand,Krabi,Na Khao,"8°22'46""N, 98°55'30.9""E",,8.37945,98.92526,,Liphistiidae,Liphistius,,,,2021-02-20,20,2,2021,,
ARA-2017-183,24,NT,XUX-2017-494,male,adult,"Khao Kho Hong, Hat Yai D., Songkhla",Thailand,Songkhla,Khao Kho Hong,,,,,,Liphistiidae,Liphistius,hatyai,cf,,2016-11-13,13,11,2016,,
ARA-2017-179,24,NT,,female,adult,"Ban Huai Luaeng, Moo 5, Mae Tho, Wang Chao D., Tak",Thailand,Tak,,,,,,,Liphistiidae,Liphistius,,,,2016-12-30,30,12,2016,,
ARA-2017-181,24,NT,,male,adult,"View Point Ban Huai Luang, Luangsang NP., Tak",Thailand,Tak,Lan Sang National Park,,,,,,Liphistiidae,Liphistius,jarujini,cf,,2017-09-16,16,9,2017,,
ARA-2018-038,24,NT,,female,adult,"Karom WF., Khao Luang NP., Khao Kaeo, Lan Sa Ka D., Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Karom waterfall,"9°8'35.5""N, 99°19'28.9E",162,8.3717,99.73583,,Liphistiidae,Liphistius,niphanae,,,2018-01-23,23,1,2018,"Warrit N., et al.",
ARA-2018-041,24,NT,,female,adult,"Karom WF., Khao Luang NP., Khao Kaeo, Lan Sa Ka D., Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Karom waterfall,"9°8'35.5""N, 99°19'28.9E",162,8.3717,99.73583,,Liphistiidae,Liphistius,,,,2018-01-23,23,1,2018,"Warrit N., et al.",
ARA-2018-085,24,NT,,female,adult,"Thung Khai Botanic Garden, Thung Khai, Yan Ta Khao D., Trang",Thailand,Trang,Thung Khai Botanic Garden,"06°42.543'N, 100°10.158'E",44,6.70927,100.1689,,,,,,,2018-01-26,26,1,2018,"Warrit N., et al.",
ARA-2018-106,24,NT,,female,adult,"Visitor Center, Khao Khitchakut NP., Khao Khitchakut D., Chanthaburi",Thailand,Chanthaburi,Khao Khitchakut National Park,"12°50.300'N, 102°07.356'E",33,12.83858,102.12119,,Liphistiidae,Liphistius,,,,2018-03-17,17,3,2018,"Warrit N., et al.",
ARA-2018-108,24,NT,,female,adult,"Krathing WF., Khao Khitchakut NP., Khao Khitchakut D., Chanthaburi",Thailand,Chanthaburi,Krathing Waterfall,"12°50.300'N, 102°07.356'E",33,12.83858,102.12119,,Liphistiidae,Liphistius,,,,2018-03-17,17,3,2018,"Warrit N., et al.",
ARA-2018-114,24,NT,,female,adult,"Visitor Center, Khao Khitchakut NP., Khao Khitchakut D., Chanthaburi",Thailand,Chanthaburi,Khao Khitchakut National Park,"12°50.300'N, 102°07.356'E",33,12.83858,102.12119,,Liphistiidae,Liphistius,,,,2018-03-17,17,3,2018,"Warrit N., et al.",
ARA-2018-200,24,NT,,male,adult,"Chiang Saen D., Chiang Rai",Thailand,Chiang Rai,Chiang Saen,,,,,,,,,,,2018-05-25,25,5,2018,Charoensiri S.,buy from local people
ARA-2018-207,24,NT,,female,adult,"Visitor Center, Khao Khitchakut NP., Khao Khitchakut D., Chanthaburi",Thailand,Chanthaburi,Khao Khitchakut National Park,"12°50.300'N, 102°07.356'E",33,12.83858,102.12119,,Liphistiidae,Liphistius,,,,2018-03-17,17,3,2018,"Warrit N., et al.",
ARA-2018-232,24,NT,,female,adult,"Dat Fa WF., Tai Rom Yen NP., Lamphun, Ban Na San D., Surat Thani",Thailand,Surat Thani,Dat Fa Waterfall,"8°51.800'N, 99°28.730'E",239,,,,,,,,,2018-07-14,14,7,2018,"Warrit N., et al.",
ARA-2018-245,24,NT,,female,adult,"Hoob Watershed Management Unit, Pha Tong, Tha Wang Pha D., Nan",Thailand,Nan,Hoob Watershed Management Unit,"19°13.800'N, 100°45.683'E",355.2,19.22996,100.76134,,,,,,,2018-08-11,11,8,2018,"Warrit N., et al.",
ARA-2019-137,24,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2019-021,24,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2020-005,24,NT,,male,adult,Rayong,Thailand,Rayong,,,,,,,Liphistiidae,Liphistius,ornatus,cf. ornatus,,2015-10-20,20,10,2015,,
ARA-2020-009,24,NT,,female,adult,"Doi Inthanon National Park Check Point 2, Tha Pha, Chom Thong District, Chiang Mai ",Thailand,Chiang Mai,Doi Inthanon National Park,"18°32.008'N, 98°29.663'E",1728,18.53346,98.49439,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2020-010,24,NT,,female,adult,"Doi Inthanon National Park Check Point 2, Tha Pha, Chom Thong District, Chiang Mai ",Thailand,Chiang Mai,Doi Inthanon National Park,"18°32.008'N, 98°29.663'E",1728,18.53346,98.49439,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2020-051,24,NT,,male,adult,"Chong Lom Reservoir, Khao Lan, Thap Sakae D., Prachuap Khiri Khan",Thailand,Prachuap Khiri Khan,Chong Lom Reservoir,,,,,,Liphistiidae,Liphistius,,,,,,,,"Xu X., et al.",
ARA-2020-052,24,NT,,female,adult,"Chong Lom Reservoir, Khao Lan, Thap Sakae D., Prachuap Khiri Khan",Thailand,Prachuap Khiri Khan,Chong Lom Reservoir,,,,,,Liphistiidae,Liphistius,,,,2017-11-26,26,11,2017,,
ARA-2021-066,24,NT,,female,adult,"Bang Mun Canal, Khlong Nakha WS., Nakha, Suk Samran D., Ranong",Thailand,Ranong,Khlong Na Kha Wildlife Sanctuary,,,9.45967,98.51726,,Liphistiidae,Liphistius,,,,2021-02-21,21,2,2021,,
ARA-2017-184,25,NT,,female,adult,"Khao Kho Hong, Hat Yai D., Songkhla",Thailand,Songkhla,Khao Kho Hong,,,,,,Liphistiidae,Liphistius,hatyai,cf,,2016-11-13,13,11,2016,,
ARA-2017-180,25,NT,,female,adult,"ดอยเขาแดง, ",Thailand,,,,,,,,Liphistiidae,Liphistius,,,,2016-12-29,29,12,2016,,
ARA-2018-010,25,NT,,,juvenile,"Phra Thean Dong Rang Forest Park, Phra Thaen, Tha Maka D., Kanchanaburi",Thailand,Kanchanaburi,,,,,,,,,,,,2018-01-20,20,1,2018,,
ARA-2018-109,25,NT,,female,adult,"Visitor Center, Khao Khitchakut NP., Khao Khitchakut D., Chanthaburi",Thailand,Chanthaburi,Khao Khitchakut National Park,"12°50.300'N, 102°07.356'E",33,12.83858,102.12119,,Liphistiidae,Liphistius,,,,2018-03-17,17,3,2018,"Warrit N., et al.",
ARA-2018-201,25,NT,,female,adult,"Chiang Saen D., Chiang Rai",Thailand,Chiang Rai,Chiang Saen,,,,,,,,,,,2018-05-25,25,5,2018,Charoensiri S.,
ARA-2018-231,25,NT,,female,adult,"Dat Fa WF., Tai Rom Yen NP., Lamphun, Ban Na San D., Surat Thani",Thailand,Surat Thani,Dat Fa Waterfall,"8°51.800'N, 99°28.730'E",239,,,,,,,,,2018-07-14,14,7,2018,"Warrit N., et al.",
ARA-2018-237,25,NT,,female,adult,"Hoob Watershed Management Unit, Pha Tong, Tha Wang Pha D., Nan",Thailand,Nan,Hoob Watershed Management Unit,"19°13.800'N, 100°45.683'E",355.2,19.22996,100.76134,,,,,,,2018-08-11,11,8,2018,"Warrit N., et al.",
ARA-2019-016,25,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2019-017,25,NT,,female,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2019-064,25,NT,,female,adult,"Sakaerat biosphere reserve, Udom Sap, Wang Nam Khiao D., Nakhon Ratchasima",Thailand,Nakhon Ratchasima,Sakaerat biosphere reserve,"14°30'8.7""N, 101°55'28.3""E",420.8,14.502425,101.924539,,,,,,,2019-05-30,30,5,2019,,
ARA-2020-053,25,NT,,female,adult,"Chong Lom Reservoir, Khao Lan, Thap Sakae D., Prachuap Khiri Khan",Thailand,Prachuap Khiri Khan,Chong Lom Reservoir,,,,,,Liphistiidae,Liphistius,,,,2017-11-26,26,11,2017,,
ARA-2020-058,25,NT,,male,adult,"Huai Luang WF, Phu Chong Na Yoi NP., Na Chaluai, Na Chaluai D., Ubon Ratchathani",Thailand,Ubon Ratchathani,Huai Luang Waterfall,,,,,,Liphistiidae,Liphistius,dangrek,,,2018-11-11,11,11,2018,Traiyasute P.,
ARA-2021-276,25,NT,,male,adult,,,,,,,,,,Liphistiidae,Liphistius,,,,,,,,,
ARA-2021-057,25,NT,,female,adult,"Bang Mun Canal, Khlong Nakha WS., Nakha, Suk Samran D., Ranong",Thailand,Ranong,Khlong Na Kha Wildlife Sanctuary,,,9.45967,98.51726,,Liphistiidae,Liphistius,,,,2021-02-21,21,2,2021,,
ARA-2021-058,25,NT,,female,adult,"Bang Mun Canal, Khlong Nakha WS., Nakha, Suk Samran D., Ranong",Thailand,Ranong,Khlong Na Kha Wildlife Sanctuary,,,9.45967,98.51726,,Liphistiidae,Liphistius,,,,2021-02-21,21,2,2021,,
ARA-2021-065,25,NT,,female,adult,"Bang Mun Canal, Khlong Nakha WS., Nakha, Suk Samran D., Ranong",Thailand,Ranong,Khlong Na Kha Wildlife Sanctuary,,,9.45967,98.51726,,Liphistiidae,Liphistius,,,,2021-02-21,21,2,2021,,
ARA-2022-059,25,NT,,female,adult,"Huai Luang WF, Phu Chong Na Yoi NP., Na Chaluai, Na Chaluai D., Ubon Ratchathani",Thailand,Ubon Ratchathani,Huai Luang Waterfall,,,,,,Liphistiidae,Liphistius,dangrek,,,2018-11-11,11,11,2018,Traiyasute P.,
ARA-2024-012,26,,,,,,,,,,,,,,,,,,,,,,,,
ARA-2024-013,26,,,,,,,,,,,,,,,,,,,,,,,,
ARA-2024-014,26,,,,,,,,,,,,,,,,,,,,,,,,
ARA-2024-015,26,,,,,,,,,,,,,,,,,,,,,,,,
ARA-2024-016,26,,,,,,,,,,,,,,,,,,,,,,,,
ARA-2024-018,26,,,,,,,,,,,,,,,,,,,,,,,,
ARA-2026-024,26,,,male,adult,"Namtok Yong National Park,Thung Song District, Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Namtok Yong National Park,"8°10'20.22""N 99°44'30.56""E",127,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-025,26,,,female,adult,"Namtok Yong National Park,Thung Song District, Nakhon Si Thammarat",Thailand,Nakhon Si Thammarat,Namtok Yong National Park,"8°10'20.22""N 99°44'30.56""E",127,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-026,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-027,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-028,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-029,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-030,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-031,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-032,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-033,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-034,26,,,female,adult,"Tong Tawan Resort, Nong Lu, Sangkhla Buri District, Kanchanaburi",Thailand,Kanchanaburi,Tong Tawan Resort,"15°08'59.35""N 98°27'10.05""E",190,,,,Bemmeridae,Damarchus,,,,,,,,,
ARA-2026-038,26,,,female,adult,"Jokkradin Waterfall, Pilok, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Jokkradin Waterfall,"14°41'7.60""N 98°22'58.96""E",703,,,,Bemmeridae,Damarchus,,,,2024-02-02,2,2,2024,,
ARA-2026-039,26,,,female,adult,"Jokkradin Waterfall, Pilok, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Jokkradin Waterfall,"14°41'7.60""N 98°22'58.96""E",703,,,,Bemmeridae,Damarchus,,,,2024-02-02,2,2,2024,,
ARA-2026-040,26,,,female,adult,"Jokkradin Waterfall, Pilok, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Jokkradin Waterfall,"14°41'7.60""N 98°22'58.96""E",703,,,,Bemmeridae,Damarchus,,,,2024-02-02,2,2,2024,,
ARA-2026-041,26,,,female,adult,"Jokkradin Waterfall, Pilok, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Jokkradin Waterfall,"14°41'7.60""N 98°22'58.96""E",703,,,,Bemmeridae,Damarchus,,,,2024-02-02,2,2,2024,,
ARA-2026-042,26,,,female,adult,"Jokkradin Waterfall, Pilok, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Jokkradin Waterfall,"14°41'7.60""N 98°22'58.96""E",703,,,,Bemmeridae,Damarchus,,,,2024-02-02,2,2,2024,,
ARA-2026-043,26,,,female,adult,"Jokkradin Waterfall, Pilok, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Jokkradin Waterfall,"14°41'7.60""N 98°22'58.96""E",703,,,,Bemmeridae,Damarchus,,,,2024-02-02,2,2,2024,,
ARA-2026-045,26,,,female,adult,"Jokkradin Waterfall, Pilok, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Jokkradin Waterfall,"14°41'7.60""N 98°22'58.96""E",703,,,,Bemmeridae,Damarchus,,,,2024-02-02,2,2,2024,,
ARA-2026-046,26,,,female,adult,"Jokkradin Waterfall, Pilok, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Jokkradin Waterfall,"14°41'7.60""N 98°22'58.96""E",703,,,,Bemmeridae,Damarchus,,,,2024-02-02,2,2,2024,,
ARA-2024-007,27,,,female,adult,"Wat Pa Huei Suea Wipassanaram, Cha Lae, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Wat Pa Huei Suea Wipassanaram,"14°52'37.67""N 98°47'32.95""E",646,,,,Bemmeridae,Atmetochilus,songsangchotei,cf,,2024-01-30,30,1,2024,,
ARA-2024-008,27,,,female,adult,"Wat Pa Huei Suea Wipassanaram, Cha Lae, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Wat Pa Huei Suea Wipassanaram,"14°52'37.67""N 98°47'32.95""E",646,,,,Bemmeridae,Atmetochilus,songsangchotei,cf,,2024-01-30,30,1,2024,,
ARA-2024-009,27,,,female,adult,"Wat Pa Huei Suea Wipassanaram, Cha Lae, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Wat Pa Huei Suea Wipassanaram,"14°52'37.67""N 98°47'32.95""E",646,,,,Bemmeridae,Atmetochilus,songsangchotei,cf,,2024-01-30,30,1,2024,,
ARA-2024-010,27,,,female,adult,"Wat Pa Huei Suea Wipassanaram, Cha Lae, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Wat Pa Huei Suea Wipassanaram,"14°52'37.67""N 98°47'32.95""E",646,,,,Bemmeridae,Atmetochilus,songsangchotei,cf,,2024-01-30,30,1,2024,,
ARA-2024-011,27,,,female,adult,"Wat Pa Huei Suea Wipassanaram, Cha Lae, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Wat Pa Huei Suea Wipassanaram,"14°52'37.67""N 98°47'32.95""E",646,,,,Bemmeridae,Atmetochilus,songsangchotei,cf,,2024-01-30,30,1,2024,,
ARA-2026-049,27,,,female,adult,"Wat Pa Huei Suea Wipassanaram, Cha Lae, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Wat Pa Huei Suea Wipassanaram,"14°52'37.67""N 98°47'32.95""E",646,,,,Bemmeridae,Atmetochilus,songsangchotei,cf,,2024-01-30,30,1,2024,,
ARA-2026-050,27,,,female,adult,"Wat Pa Huei Suea Wipassanaram, Cha Lae, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Wat Pa Huei Suea Wipassanaram,"14°52'37.67""N 98°47'32.95""E",646,,,,Bemmeridae,Atmetochilus,songsangchotei,cf,,2024-01-30,30,1,2024,,
ARA-2026-051,27,,,female,adult,"Wat Pa Huei Suea Wipassanaram, Cha Lae, Thong Pha Phum District, Kanchanaburi",Thailand,Kanchanaburi,Wat Pa Huei Suea Wipassanaram,"14°52'37.67""N 98°47'32.95""E",646,,,,Bemmeridae,Atmetochilus,songsangchotei,cf,,2024-01-30,30,1,2024,,
ARA-2017-001,A,NT,,,adult,"Mae Wong NP., Khlong Nam Lai, Khlonglan D., Kamphaeng Phet",Thailand,Kamphaeng Phet,Mae Wong National Park,"16°05.670'N, 99°07.436'E",1262,16.09445,99.12391,,Liphistiidae,Liphistius,maewongensis,,,2015-08-07,7,8,2015,"Warrit N., et al.",Holotype
ARA-2017-002,A,NT,,,adult,"Mae Wong NP., Khlong Nam Lai, Khlonglan D., Kamphaeng Phet",Thailand,Kamphaeng Phet,Mae Wong National Park,"16°05.670'N, 99°07.436'E",1262,16.09445,99.12391,,Liphistiidae,Liphistius,maewongensis,,,2015-12-23,23,12,2015,"Warrit N., et al.","Allotype, Paratype I"
ARA-2017-003,A,NT,,,adult,"Mae Wong NP., Khlong Nam Lai, Khlonglan D., Kamphaeng Phet",Thailand,Kamphaeng Phet,Mae Wong National Park,"16°05.670'N, 99°07.436'E",1262,16.09445,99.12391,,Liphistiidae,Liphistius,maewongensis,,,2015-12-23,23,12,2015,"Warrit N., et al.",Paratype63B
ARA-2017-004,A,NT,,,adult,"Mae Wong NP., Khlong Nam Lai, Khlonglan D., Kamphaeng Phet",Thailand,Kamphaeng Phet,Mae Wong National Park,"16°05.670'N, 99°07.436'E",1262,16.09445,99.12391,,Liphistiidae,Liphistius,maewongensis,,,2015-12-23,23,12,2015,"Warrit N., et al.",Paratype72B
ARA-2017-005,A,NT,,,adult,"Mae Wong NP., Khlong Nam Lai, Khlonglan D., Kamphaeng Phet",Thailand,Kamphaeng Phet,Mae Wong National Park,"16°05.670'N, 99°07.436'E",1262,16.09445,99.12391,,Liphistiidae,Liphistius,maewongensis,,,2015-12-23,23,12,2015,"Warrit N., et al.",Paratype156B
ARA-2017-006,A,NT,,,adult,"Mae Wong NP., Khlong Nam Lai, Khlonglan D., Kamphaeng Phet",Thailand,Kamphaeng Phet,Mae Wong National Park,"16°05.670'N, 99°07.436'E",1262,16.09445,99.12391,,Liphistiidae,Liphistius,maewongensis,,,2015-12-23,23,12,2015,"Warrit N., et al.",Paratype
CUMZ-C4-NA2,A,NT,,female,adult,Kamphaeng Phet,Thailand,Kamphaeng Phet,,,,,,,Theraphosidae,Phlogiellus,longipalpus,,,2015-05-15,15,5,2015,,Paratype
CUMZ-C4-NA3,A,NT,,male,adult,Kamphaeng Phet,Thailand,Kamphaeng Phet,,,,,,,Theraphosidae,Phlogiellus,longipalpus,,,2015-05-15,15,5,2015,,Holotype
CUMZ-C7-NA1,A,NT,,female,adult,Lampang,Thailand,Lampang,,,,,,,Theraphosidae,Phlogiellus,longipalpus,,,,,,,,Paratype
CUMZ-B1-NA3,A,NT,,female,adult,Lamphun,Thailand,Lamphun,,,,,,,Theraphosidae,Phlogiellus,longipalpus,,,,,,,,Paratype
CUMZ-C2-NA1,A,NT,,male,adult,,,,,,,,,,Theraphosidae,Phlogiellus,longipalpus,,,,,,,,Holotype
CUMZ-C4-NA4,A,NT,,female,adult,,,,,,,,,,Theraphosidae,Phlogiellus,longipalpus,,,,,,,,Paratype
ARA-2018-136,B,NT,,female,adult,"Dawei, Myanmar (Burma)",Myanmar,,Dawei,"14°6.279'N, 98°18.007'E",17,14.1047,98.30029,,Liphistiidae,Liphistius,dawei,,,2018-05-04,4,5,2018,"Warrit N., et al.",Paratype
ARA-2018-137,B,NT,,female,adult,"Dawei, Myanmar (Burma)",Myanmar,,Dawei,"14°6.279'N, 98°18.007'E",17,14.1047,98.30029,,Liphistiidae,Liphistius,dawei,,,2018-05-04,4,5,2018,"Warrit N., et al.",Paratype
ARA-2018-138,B,NT,,female,adult,"Dawei, Myanmar (Burma)",Myanmar,,Dawei,"14°6.279'N, 98°18.007'E",17,14.1047,98.30029,,Liphistiidae,Liphistius,dawei,,,2018-05-04,4,5,2018,"Warrit N., et al.",Allotype
ARA-2018-139,B,NT,,female,adult,"Dawei, Myanmar (Burma)",Myanmar,,Dawei,"14°6.279'N, 98°18.007'E",17,14.1047,98.30029,,Liphistiidae,Liphistius,dawei,,,2018-05-04,4,5,2018,"Warrit N., et al.",Paratype
